pmm,smm,vmm,exclude,deceased,first_name,nick_name,last_name,organization_name,total_donations,total_pledge,largest_gift,largest_gift_appeal,first_gift_date,last_gift_date,last_gift_amount,last_gift_request,last_gift_appeal,address_line1,address_line2,city,contact_phone_type,phone_restrictions,email_restrictions,communication_restrictions,subscription_events_in_person,subscription_events_magazine,communication_preference,__ml_lable,__ml_total_invitations,__ml_total_attendance,__ml_last_invitation_attendance,__ml_invitation_acceptance_rate,__ml_total_donations,__ml_largest_gift,__ml_last_gift_amount
Hiroshi Nakamura,Alice Smith,Olga Smirnov,no,no,Hiroshi,,Ivanov,Frobozz Magic Co.,0,793836,0,Appeal3,0,0,0,1738092794,Appeal3,1212 Firwood Place,,Maple Ridge,Work,No Mass Communications,Do Not Email,No Mass Communications,Opt-out,Opt-in,Inspiration event,1,12,11,1,0.9166666666666666,52747,16017,6792
Peter Smith,John Doe,Chao Nguyen,yes,no,Dimitri,,Öztürk,,0,258673,0,Appeal2,0,0,0,1714792291,Appeal1,1919 Laurelwood Road,Unit 808,Nanaimo,Work,No Surveys,No Surveys,No Mass Appeals,Opt-out,Opt-out,Appeal,1,1,0,0,0.0,80922,8985,4415
Hiroshi Nakamura,Alice Smith,Priya Gupta,yes,no,Fatima,,López,,0,0,0,Appeal1,0,0,0,1735731355,Appeal3,789 Pine Lane,,Richmond,Home,No Mass Appeals,No Mass Appeals,Do Not Email,Opt-out,Opt-out,Event,1,1,0,0,0.0,83386,54403,39244
Parvati Patel,Alice Smith,Olga Smirnov,yes,no,Alice,Pumpkin,김,,780216,0,734673,Appeal2,1642937798,1700835420,414166,1734092553,Appeal2,909 Fir Street,Unit 808,White Rock,Home,No Surveys,Do Not Email,No Mass Appeals,Opt-out,Opt-in,Inspiration event,1,14,14,1,1.0,88111,50397,4615
Peter Smith,Jane Doe,Sven Müller,no,no,Hiroshi,,Smith,Laughing Labs,0,985955,0,Appeal1,0,0,0,1710233396,Appeal3,999 Alder Terrace,Unit 333,Campbell River,Mobile,No Mass Communications,No Surveys,No Mass Communications,Opt-in,Opt-in,,1,16,16,1,1.0,67385,11096,4753
Gurtrude Schmidt,Jane Doe,Chao Nguyen,no,no,Alice,Angel,Kumar,,0,976256,0,Appeal1,0,0,0,1725056777,Appeal1,787 Sprucewood Drive,,Courtenay,Home,No Mass Communications,No Surveys,No Mass Appeals,Opt-in,Opt-out,Magazine,0,13,13,1,1.0,21806,19276,1545
Gurtrude Schmidt,Jane Doe,Chao Nguyen,no,no,Maria,Sunshine,Öztürk,Prankster Partners,206252,147607,119222,Appeal2,1651482897,821023223,8008,1731021350,Appeal1,787 Sprucewood Drive,Unit 454,Courtenay,Home,,No Mass Communications,No Mass Appeals,Opt-out,Opt-out,Appeal,0,2,0,0,0.0,5159,3025,1079
Hiroshi Nakamura,Alice Smith,Priya Gupta,no,no,Jane,,Kim,Laughing Labs,0,0,0,Appeal2,0,0,0,1737402543,Appeal1,1919 Laurelwood Road,Unit 111,Delta,Home,No Surveys,No Mass Communications,,Opt-in,Opt-out,Magazine,0,10,6,0,0.6,28259,3006,2168
Parvati Patel,Bob Brown,Priya Gupta,no,no,Ahmed,,Müller,,0,545898,0,Appeal3,0,0,0,1734874093,Appeal1,666 Juniper Road,Unit 676,North Vancouver,Home,,No Mass Communications,No Surveys,Opt-out,Opt-out,Magazine,0,9,4,1,0.4444444444444444,21567,205,120
Maria González,Carlos Hernández,Hassan Ahmed,yes,no,Fatima,,Chen,,0,622171,0,Appeal1,0,0,0,1731418654,Appeal3,1818 Juniperwood Drive,Unit 202,Vernon,Work,No Surveys,No Mass Appeals,,Opt-in,Opt-in,Research update,0,2,0,0,0.0,90505,37720,19779
Peter Smith,John Doe,Chao Nguyen,yes,no,Ingrid,,Smith,Wacky Widgets,754562,0,254078,Appeal2,1598660202,769247405,176564,1724572721,Appeal3,1212 Firwood Place,Unit 454,Nanaimo,Home,No Mass Appeals,Do Not Email,No Mass Communications,Opt-in,Opt-in,,1,11,10,1,0.9090909090909091,18096,101,25
Parvati Patel,Bob Brown,Olga Smirnov,yes,no,Carlos,Buddy,Nguyen,,0,0,0,Appeal3,0,0,0,1715283844,Appeal2,232 Oakwood Street,,Coquitlam,Home,No Surveys,No Surveys,Do Not Email,Opt-in,Opt-in,Inspiration event,1,0,0,0,0.0,58777,50644,16232
Maria González,Carlos Hernández,Hassan Ahmed,yes,no,Jane,,Nakamura,,0,836836,0,Appeal3,0,0,0,1710262526,Appeal2,565 Cedarwood Boulevard,Apt 909,Prince George,Home,Do Not Call,No Mass Communications,No Surveys,Opt-in,Opt-out,Inspiration event,0,0,0,0,0.0,53180,10449,3553
Hiroshi Nakamura,Alice Smith,Priya Gupta,yes,no,Sergei,,González,,210914,90581,84395,Appeal2,1682551200,1517942822,64948,1739040049,Appeal3,454 Birchwood Lane,,West Vancouver,Mobile,No Surveys,No Mass Appeals,No Surveys,Opt-out,Opt-in,Event,1,15,15,0,1.0,77797,61767,4569
Hiroshi Nakamura,Bob Brown,Olga Smirnov,yes,no,Ahmed,,Kim,,0,0,0,Appeal1,0,0,0,1724795458,Appeal2,1818 Juniperwood Drive,Apt 121,Maple Ridge,Home,No Mass Appeals,,,Opt-in,Opt-out,Thank you,1,9,6,1,0.6666666666666666,5602,3113,1844
Parvati Patel,Alice Smith,Priya Gupta,no,no,Hassan,,Lee,,0,0,0,Appeal1,0,0,0,1720200701,Appeal2,222 Sycamore Lane,,Surrey,Mobile,Do Not Call,Do Not Email,No Surveys,Opt-in,Opt-out,Appeal,0,3,1,1,0.3333333333333333,12751,3768,3429
Gurtrude Schmidt,Jane Doe,Sven Müller,yes,no,Leila,Beloved,Müller,Frobozz Magic Co.,0,33090,0,Appeal2,0,0,0,1719643521,Appeal1,505 Willow Way,,Victoria,Work,,No Mass Communications,,Opt-out,Opt-in,Thank you,0,3,1,1,0.3333333333333333,2449,2062,563
Hiroshi Nakamura,Bob Brown,Olga Smirnov,no,no,Mei,Sugar,Chen,,0,0,0,Appeal3,0,0,0,1727349180,Appeal2,404 Spruce Road,,New Westminster,Home,No Surveys,,No Mass Communications,Opt-out,Opt-in,Inspiration event,0,0,0,0,0.0,67226,910,199
Hiroshi Nakamura,Bob Brown,Priya Gupta,no,no,Mei,,佐藤,,0,0,0,Appeal1,0,0,0,1726137482,Appeal2,666 Juniper Road,Apt 444,Richmond,Home,No Mass Communications,No Mass Communications,,Opt-out,Opt-in,Magazine,1,12,11,1,0.9166666666666666,31076,11146,3980
Hiroshi Nakamura,Bob Brown,Priya Gupta,no,no,Ahmed,,Nguyen,,779244,156890,263940,Appeal2,1699305143,624624652,187125,1715811830,Appeal2,555 Hickory Drive,Apt 303,West Vancouver,Mobile,,,No Mass Appeals,Opt-out,Opt-out,,0,11,9,1,0.8181818181818182,1578,739,355
Peter Smith,Jane Doe,Sven Müller,yes,no,Juan,,Silva,,0,351843,0,Appeal2,0,0,0,1716955344,Appeal1,1111 Cypresswood Terrace,Unit 404,Nanaimo,Work,Do Not Call,No Surveys,,Opt-out,Opt-in,Appeal,1,2,1,1,0.5,53047,38257,2691
Parvati Patel,Alice Smith,Olga Smirnov,no,no,Ingrid,,Ahmed,,494542,676783,17927,Appeal2,1698582931,1441177007,13992,1709287920,Appeal1,707 Redwood Terrace,Apt 444,New Westminster,Work,No Mass Appeals,No Surveys,No Surveys,Opt-out,Opt-in,Magazine,1,13,12,1,0.9230769230769231,75868,12216,3654
Gurtrude Schmidt,John Doe,Sven Müller,no,no,Bob,Beloved,Öztürk,,923849,0,398334,Appeal3,1627192582,17633945,148850,1729680510,Appeal1,123 Maple Street,Unit 606,Nanaimo,Work,No Mass Appeals,No Mass Appeals,No Mass Appeals,Opt-out,Opt-in,Event,0,10,8,1,0.8,25321,9387,1965
Parvati Patel,Alice Smith,Priya Gupta,yes,no,Mei,,Hernández,,0,947424,0,Appeal1,0,0,0,1710350337,Appeal1,1818 Juniperwood Drive,Unit 202,Burnaby,Home,,No Mass Appeals,No Mass Communications,Opt-in,Opt-out,,1,4,4,1,1.0,60618,51086,36923
Hiroshi Nakamura,Bob Brown,Priya Gupta,no,no,John,,Kim,Goofy Gadgets,908194,891021,78087,Appeal3,1666278846,973295364,214679,1713470626,Appeal2,909 Aspenwood Way,Unit 111,West Vancouver,Home,No Mass Communications,No Mass Appeals,Do Not Email,Opt-in,Opt-in,Thank you,0,6,3,0,0.5,12065,12010,10511
Maria González,Carlos Hernández,Hassan Ahmed,no,no,Fatima,,Hernández,,0,40533,0,Appeal1,0,0,0,1712036987,Appeal1,888 Sequoia Circle,Apt 666,Salmon Arm,Work,Do Not Call,Do Not Email,No Surveys,Opt-in,Opt-in,Event,1,0,0,0,0.0,77630,16828,2337
Maria González,Carlos Hernández,Hassan Ahmed,no,no,Zainab,,Singh,,0,259638,0,Appeal2,0,0,0,1716092336,Appeal3,777 Laurel Way,,Prince George,Home,No Mass Communications,Do Not Email,,Opt-in,Opt-in,Thank you,1,10,5,1,0.5,91694,67160,20939
Hiroshi Nakamura,Bob Brown,Olga Smirnov,yes,no,Jane,,김,,0,634451,0,Appeal2,0,0,0,1727291148,Appeal3,666 Juniper Road,,Surrey,Mobile,No Mass Appeals,No Mass Appeals,Do Not Email,Opt-out,Opt-out,Appeal,1,5,2,1,0.4,57995,3002,41
Peter Smith,Jane Doe,Chao Nguyen,no,no,Peter,,Smirnov,,458632,0,112553,Appeal3,1606277489,801374390,136272,1734053611,Appeal1,1515 Magnoliawood Lane,Apt 666,Victoria,Work,No Mass Communications,No Surveys,No Surveys,Opt-out,Opt-in,Inspiration event,1,12,10,1,0.8333333333333334,77667,68339,25830
Maria González,Carlos Hernández,Hassan Ahmed,no,no,Dimitri,Buttercup,López,,0,0,0,Appeal2,0,0,0,1719526078,Appeal1,888 Sequoia Circle,Apt 666,Williams Lake,Work,Do Not Call,Do Not Email,,Opt-in,Opt-out,Event,1,13,12,0,0.9230769230769231,49138,21911,18412
Gurtrude Schmidt,John Doe,Sven Müller,no,no,Ahmed,,Smirnov,Chuckles & Co.,429442,186845,369404,Appeal3,1616032778,1088570917,82063,1710409399,Appeal1,1313 Poplarwood Street,Unit 898,Saanich,Mobile,Do Not Call,No Surveys,,Opt-in,Opt-out,,1,11,9,1,0.8181818181818182,34247,26676,24823
Parvati Patel,Bob Brown,Priya Gupta,no,no,Maria,,Kumar,,0,169841,0,Appeal3,0,0,0,1736009768,Appeal3,333 Magnolia Boulevard,,Port Coquitlam,Work,No Surveys,No Surveys,No Mass Appeals,Opt-out,Opt-in,,1,13,13,1,1.0,10619,7958,6734
Parvati Patel,Alice Smith,Olga Smirnov,no,no,Ingrid,Babe,Silva,,939924,551549,264582,Appeal2,1583639302,893462490,327188,1727964897,Appeal3,787 Sprucewood Drive,,West Vancouver,Work,,,Do Not Email,Opt-in,Opt-in,,0,6,4,1,0.6666666666666666,54249,28690,21689
Parvati Patel,Bob Brown,Olga Smirnov,yes,no,Olga,Sunshine,Gupta,Snicker Supplies,0,0,0,Appeal1,0,0,0,1713227940,Appeal3,303 Elm Drive,Apt 121,North Vancouver,Mobile,,No Mass Communications,Do Not Email,Opt-in,Opt-out,,1,12,11,0,0.9166666666666666,22614,7761,6033
Parvati Patel,Bob Brown,Priya Gupta,yes,no,Sven,,김,Whimsy Works,0,896139,0,Appeal1,0,0,0,1730718119,Appeal2,222 Sycamore Lane,,Maple Ridge,Home,Do Not Call,No Mass Communications,No Surveys,Opt-out,Opt-in,Inspiration event,0,5,3,1,0.6,62499,19327,74
Parvati Patel,Alice Smith,Priya Gupta,yes,no,Dimitri,,Brown,Quirky Quacks,186253,0,42294,Appeal3,1677461001,1035631555,7563,1720332957,Appeal3,101 Birch Boulevard,Apt 343,White Rock,Work,Do Not Call,Do Not Email,,Opt-in,Opt-out,Research update,1,7,4,1,0.5714285714285714,75077,39523,6636
Peter Smith,John Doe,Sven Müller,no,no,Ahmed,Buttercup,Ivanov,,0,0,0,Appeal1,0,0,0,1724914248,Appeal2,444 Dogwood Court,,Victoria,Work,,,,Opt-in,Opt-in,Inspiration event,0,13,10,1,0.7692307692307693,15055,116,92
Peter Smith,Jane Doe,Sven Müller,yes,no,Fatima,Pumpkin,García,,928961,0,480010,Appeal1,1632141226,1096959037,10665,1730783125,Appeal3,1717 Hickorywood Court,Apt 909,Saanich,Home,No Surveys,Do Not Email,,Opt-out,Opt-in,Inspiration event,0,3,1,0,0.3333333333333333,81261,64417,6375
Parvati Patel,Alice Smith,Olga Smirnov,no,no,Leila,,Hernández,Quirky Quacks,344578,0,217661,Appeal1,1696183171,593882819,89810,1738521494,Appeal1,121 Maplewood Place,Unit 606,Vancouver,Home,No Mass Communications,No Mass Communications,No Mass Appeals,Opt-in,Opt-in,Event,1,16,16,1,1.0,87174,41114,15612
Parvati Patel,Alice Smith,Olga Smirnov,yes,no,Maria,Love,Silva,,47556,379820,45005,Appeal3,1630169513,597944050,71,1720102960,Appeal2,666 Juniper Road,Unit 676,Abbotsford,Home,No Surveys,No Surveys,No Mass Appeals,Opt-in,Opt-in,,0,9,7,1,0.7777777777777778,56779,40427,30947
Maria González,Carlos Hernández,Hassan Ahmed,yes,no,Sergei,Sweetie,Brown,,733937,145605,10151,Appeal3,1690437360,361409309,170707,1719988706,Appeal1,1919 Laurelwood Road,Unit 555,Kelowna,Work,No Mass Appeals,No Surveys,No Surveys,Opt-out,Opt-out,Newsletter,1,7,5,1,0.7142857142857143,42703,34163,15810
Peter Smith,Jane Doe,Sven Müller,yes,no,Peter,,Silva,,0,983670,0,Appeal2,0,0,0,1710074918,Appeal2,666 Juniper Road,,Saanich,Mobile,,No Mass Communications,Do Not Email,Opt-in,Opt-out,Newsletter,1,1,0,0,0.0,60596,54520,15687
Parvati Patel,Bob Brown,Priya Gupta,no,no,Olga,,Silva,,0,761107,0,Appeal3,0,0,0,1737427053,Appeal2,909 Aspenwood Way,Unit 898,Port Coquitlam,Work,Do Not Call,No Mass Appeals,No Surveys,Opt-out,Opt-in,Survey,0,7,4,1,0.5714285714285714,12527,5360,582
Parvati Patel,Bob Brown,Priya Gupta,no,no,Sven,,Smirnov,,0,613091,0,Appeal1,0,0,0,1717099654,Appeal2,606 Aspen Circle,Apt 666,West Vancouver,Work,Do Not Call,No Mass Communications,Do Not Email,Opt-in,Opt-in,Holiday Card,0,5,2,1,0.4,34330,30331,16521
Hiroshi Nakamura,Alice Smith,Priya Gupta,yes,no,Dimitri,,López,,616842,427151,194247,Appeal3,1706758722,57377736,86289,1727786274,Appeal2,707 Redwood Terrace,Apt 707,North Vancouver,Mobile,,No Surveys,No Mass Communications,Opt-in,Opt-out,Thank you,1,1,0,0,0.0,60144,55844,18382
Hiroshi Nakamura,Alice Smith,Priya Gupta,no,no,Peter,,Иванов,,0,280618,0,Appeal2,0,0,0,1723039700,Appeal3,555 Hickory Drive,Unit 454,New Westminster,Work,Do Not Call,No Mass Appeals,No Mass Communications,Opt-in,Opt-out,,1,6,3,0,0.5,96969,88353,31026
Gurtrude Schmidt,John Doe,Chao Nguyen,yes,no,Maria,,王,,586106,802337,462755,Appeal2,1721308103,610580578,106060,1716026105,Appeal1,1111 Cypresswood Terrace,Apt 222,Victoria,Work,No Mass Communications,No Mass Communications,No Mass Appeals,Opt-in,Opt-in,Research update,1,6,2,0,0.3333333333333333,96854,57226,23226
Hiroshi Nakamura,Bob Brown,Olga Smirnov,yes,no,Chao,,王,,626493,431399,219688,Appeal1,1655901579,176490782,2592,1738321992,Appeal1,1818 Juniperwood Drive,Unit 898,Surrey,Mobile,No Surveys,No Mass Communications,Do Not Email,Opt-out,Opt-in,,1,3,2,0,0.6666666666666666,73328,55392,8648
Parvati Patel,Bob Brown,Olga Smirnov,no,no,Carlos,,Ahmed,Snicker Supplies,0,585754,0,Appeal1,0,0,0,1722602868,Appeal3,121 Maplewood Place,,White Rock,Work,No Surveys,,Do Not Email,Opt-in,Opt-in,,1,5,4,1,0.8,84492,21275,3093
Parvati Patel,Bob Brown,Olga Smirnov,yes,no,Mei,Buttercup,Williams,,0,151133,0,Appeal1,0,0,0,1711530708,Appeal1,789 Pine Lane,Unit 999,Coquitlam,Home,No Surveys,No Surveys,Do Not Email,Opt-in,Opt-in,Inspiration event,0,14,14,1,1.0,34096,28950,2810
Maria González,Carlos Hernández,Hassan Ahmed,no,no,Hassan,,González,Jester Jamboree,262661,850468,24145,Appeal1,1600105229,326399418,14614,1717088171,Appeal3,1515 Magnoliawood Lane,Apt 565,Kamloops,Work,Do Not Call,Do Not Email,No Mass Communications,Opt-out,Opt-out,Survey,1,8,7,1,0.875,69052,13928,10394
Maria González,Carlos Hernández,Hassan Ahmed,no,no,Carlos,,Lee,,176103,734916,66792,Appeal2,1677295203,819804520,28052,1730727494,Appeal3,202 Cedar Court,Apt 343,Salmon Arm,Mobile,No Mass Communications,No Mass Communications,No Surveys,Opt-in,Opt-out,Event,0,9,5,0,0.5555555555555556,25345,23814,4803
Parvati Patel,Bob Brown,Priya Gupta,no,no,John,,Smith,,573732,0,133687,Appeal1,1733541920,1141046040,201130,1731389344,Appeal2,121 Maplewood Place,Apt 303,Vancouver,Home,,No Mass Communications,No Surveys,Opt-in,Opt-out,Research update,1,6,4,1,0.6666666666666666,22895,2291,1591
Hiroshi Nakamura,Alice Smith,Priya Gupta,yes,no,Mei,,García,,0,570710,0,Appeal2,0,0,0,1725766598,Appeal3,232 Oakwood Street,,Surrey,Work,,No Surveys,No Mass Communications,Opt-out,Opt-out,Event,1,0,0,0,0.0,51289,32057,10525
Parvati Patel,Bob Brown,Olga Smirnov,yes,no,Maria,Doll,佐藤,,893840,957809,406248,Appeal1,1692307133,1322194337,423162,1735361565,Appeal3,555 Hickory Drive,Apt 565,Delta,Work,No Mass Appeals,No Surveys,,Opt-out,Opt-in,Thank you,1,5,3,1,0.6,82645,29033,21677
Parvati Patel,Alice Smith,Olga Smirnov,yes,no,Olga,,Nguyen,,570484,410086,255704,Appeal2,1639711842,1581872917,18073,1718088400,Appeal3,909 Fir Street,Apt 505,Abbotsford,Work,No Mass Communications,,,Opt-out,Opt-in,Appeal,1,2,1,1,0.5,49951,37048,35171
Hiroshi Nakamura,Bob Brown,Olga Smirnov,no,no,John,,Öztürk,,731613,560718,647610,Appeal3,1629544318,714574323,277648,1731395318,Appeal3,666 Juniper Road,,Vancouver,Work,Do Not Call,No Mass Communications,No Mass Communications,Opt-out,Opt-out,Newsletter,1,1,1,1,1.0,14434,1304,734
Peter Smith,Jane Doe,Chao Nguyen,no,no,Sven,,Öztürk,Whimsy Works,0,199927,0,Appeal1,0,0,0,1725122990,Appeal3,303 Elm Drive,,Courtenay,Home,No Mass Appeals,No Surveys,,Opt-out,Opt-out,Thank you,0,10,10,0,1.0,24963,3546,1535
Maria González,Carlos Hernández,Hassan Ahmed,yes,no,Hassan,Buttercup,Nguyen,,0,59159,0,Appeal3,0,0,0,1735655285,Appeal2,1414 Sycamorewood Avenue,Apt 888,Kamloops,Work,,No Surveys,No Surveys,Opt-in,Opt-in,Research update,1,14,14,0,1.0,17749,7802,1374
Gurtrude Schmidt,Jane Doe,Sven Müller,yes,no,Peter,Doll,Williams,,0,830331,0,Appeal2,0,0,0,1724969178,Appeal2,1313 Poplarwood Street,,Courtenay,Work,No Mass Communications,,No Surveys,Opt-out,Opt-out,Event,1,6,4,1,0.6666666666666666,35519,34774,32431
Parvati Patel,Bob Brown,Priya Gupta,yes,no,Dimitri,Pumpkin,González,,371094,435986,64540,Appeal3,1640936357,1439970031,96312,1730717696,Appeal1,232 Oakwood Street,Unit 111,North Vancouver,Work,Do Not Call,No Surveys,,Opt-in,Opt-in,Appeal,1,6,5,1,0.8333333333333334,14025,776,382
Gurtrude Schmidt,Jane Doe,Chao Nguyen,yes,yes,Ingrid,Babe,Brown,,936199,550016,244620,Appeal2,1725500526,337800770,183574,1724079686,Appeal3,777 Laurel Way,Unit 232,Parksville,Home,No Mass Appeals,No Mass Communications,No Surveys,Opt-in,Opt-in,Holiday Card,1,9,6,0,0.6666666666666666,38308,1143,163
Hiroshi Nakamura,Alice Smith,Olga Smirnov,yes,no,Maria,,Ahmed,,578693,0,183273,Appeal1,1625849717,391018148,37479,1719427821,Appeal2,202 Cedar Court,Apt 666,Maple Ridge,Home,,Do Not Email,,Opt-in,Opt-in,Holiday Card,1,14,14,1,1.0,98220,31159,7783
Gurtrude Schmidt,Jane Doe,Sven Müller,no,no,Carlos,Cutie,González,,404523,0,17714,Appeal3,1693869788,1180094763,6653,1715699324,Appeal3,202 Cedar Court,,Saanich,Home,No Mass Appeals,No Mass Communications,No Mass Communications,Opt-in,Opt-in,Inspiration event,1,15,15,0,1.0,66139,33651,14145
Gurtrude Schmidt,Jane Doe,Chao Nguyen,no,no,Maria,Snookums,Nguyen,,542217,270403,89893,Appeal3,1686959627,425360782,337513,1739225509,Appeal2,1919 Laurelwood Road,,Victoria,Work,No Mass Communications,,No Mass Communications,Opt-in,Opt-in,Thank you,1,8,6,1,0.75,31667,22704,16245
Hiroshi Nakamura,Bob Brown,Olga Smirnov,yes,no,Ahmed,,Müller,,980024,341073,814685,Appeal2,1618670712,748654841,15329,1720284390,Appeal3,111 Poplar Avenue,Unit 808,Surrey,Work,No Surveys,,No Mass Communications,Opt-in,Opt-in,Holiday Card,0,8,6,1,0.75,20052,1753,1219
Peter Smith,Jane Doe,Sven Müller,no,no,Leila,,Lee,Quirky Quacks,391975,673322,17951,Appeal3,1730147155,1246919638,25264,1710044791,Appeal3,202 Cedar Court,Apt 303,Courtenay,Work,No Surveys,,,Opt-in,Opt-out,Holiday Card,1,3,0,0,0.0,94705,46948,40665
Parvati Patel,Bob Brown,Priya Gupta,no,no,Sven,Darling,Jones,Quirky Quacks,0,850329,0,Appeal1,0,0,0,1713638899,Appeal1,777 Laurel Way,Apt 505,New Westminster,Home,Do Not Call,Do Not Email,No Mass Communications,Opt-in,Opt-in,Thank you,1,13,11,0,0.8461538461538461,41377,11007,1372
Gurtrude Schmidt,John Doe,Sven Müller,no,no,Sergei,Champ,Nakamura,,795354,258642,709351,Appeal1,1637208046,997651114,114556,1726450766,Appeal1,777 Laurel Way,Apt 303,Parksville,Mobile,Do Not Call,No Mass Appeals,No Mass Communications,Opt-in,Opt-out,Event,0,12,10,1,0.8333333333333334,15857,5222,654
Maria González,Carlos Hernández,Hassan Ahmed,no,no,Juan,,Kumar,,406250,0,8173,Appeal2,1686396485,1515178479,82716,1721247964,Appeal2,909 Fir Street,,Vernon,Mobile,,Do Not Email,Do Not Email,Opt-out,Opt-in,Newsletter,1,15,15,1,1.0,15930,3101,2921
Hiroshi Nakamura,Alice Smith,Olga Smirnov,no,no,Sven,,Müller,,0,128370,0,Appeal2,0,0,0,1732374547,Appeal1,333 Magnolia Boulevard,Unit 111,Coquitlam,Home,Do Not Call,No Mass Appeals,No Mass Appeals,Opt-out,Opt-out,Holiday Card,0,4,4,0,1.0,8977,755,593
Maria González,Carlos Hernández,Hassan Ahmed,no,no,Fatima,,González,,916993,584491,452231,Appeal3,1727539442,1396283956,321477,1721975530,Appeal2,222 Sycamore Lane,Apt 444,Williams Lake,Home,No Mass Communications,Do Not Email,No Mass Communications,Opt-out,Opt-out,,0,12,11,0,0.9166666666666666,8403,3028,588
Hiroshi Nakamura,Bob Brown,Priya Gupta,no,no,Carlos,,Chen,Laughing Labs,791709,754585,787245,Appeal2,1667134221,253358816,113841,1728346426,Appeal3,898 Willowwood Road,Apt 222,Maple Ridge,Work,No Surveys,,,Opt-out,Opt-in,Magazine,0,10,10,0,1.0,41853,1686,1314
Maria González,Carlos Hernández,Hassan Ahmed,yes,no,Rajesh,Cutie,Silva,,0,18461,0,Appeal2,0,0,0,1738522035,Appeal1,1818 Juniperwood Drive,,Prince George,Mobile,No Surveys,No Surveys,,Opt-out,Opt-in,Appeal,1,5,4,1,0.8,76054,67286,10927
Parvati Patel,Alice Smith,Olga Smirnov,yes,no,Maria,,Jones,,0,0,0,Appeal1,0,0,0,1726484942,Appeal2,888 Sequoia Circle,Unit 777,Abbotsford,Home,No Surveys,No Mass Appeals,No Mass Communications,Opt-out,Opt-in,Newsletter,0,2,0,0,0.0,82862,68107,15385
Hiroshi Nakamura,Alice Smith,Olga Smirnov,yes,no,John,,Hernández,,0,297359,0,Appeal1,0,0,0,1711285863,Appeal3,898 Willowwood Road,Apt 505,Maple Ridge,Mobile,No Mass Appeals,No Mass Appeals,,Opt-in,Opt-in,Holiday Card,1,12,10,1,0.8333333333333334,52267,5723,2358
Hiroshi Nakamura,Alice Smith,Olga Smirnov,yes,no,Mei,,González,,162499,814009,153380,Appeal3,1736722038,713653010,79402,1709417231,Appeal1,121 Maplewood Place,Apt 909,Richmond,Home,No Surveys,No Surveys,Do Not Email,Opt-in,Opt-in,,0,16,16,0,1.0,33578,22997,18577
Peter Smith,Jane Doe,Chao Nguyen,no,no,Jane,,López,,0,0,0,Appeal3,0,0,0,1734891589,Appeal1,444 Dogwood Court,Apt 121,Nanaimo,Home,No Surveys,,No Surveys,Opt-out,Opt-in,Survey,1,8,7,0,0.875,74784,37422,25061
Parvati Patel,Bob Brown,Olga Smirnov,no,no,Sergei,,Ivanov,,855053,377979,139624,Appeal3,1649686729,1108923885,97125,1715562323,Appeal3,555 Hickory Drive,,Langley,Home,No Surveys,No Surveys,No Surveys,Opt-in,Opt-in,Thank you,1,12,10,1,0.8333333333333334,45661,18201,13113
Hiroshi Nakamura,Bob Brown,Olga Smirnov,yes,no,Ahmed,,Nakamura,Giggle Goods,786821,600341,714931,Appeal1,1661796459,412702460,500622,1722864597,Appeal3,1313 Poplarwood Street,,Abbotsford,Mobile,No Surveys,No Surveys,No Mass Appeals,Opt-in,Opt-in,Holiday Card,0,11,7,1,0.6363636363636364,1857,652,120
Peter Smith,John Doe,Sven Müller,yes,no,Hiroshi,,Kumar,,0,807109,0,Appeal3,0,0,0,1711588450,Appeal1,606 Aspen Circle,Apt 565,Courtenay,Home,No Surveys,No Mass Communications,No Surveys,Opt-in,Opt-out,Appeal,1,11,9,0,0.8181818181818182,63337,61149,15198
Hiroshi Nakamura,Bob Brown,Olga Smirnov,no,no,Sergei,,Ivanov,,0,74167,0,Appeal2,0,0,0,1737110668,Appeal3,1919 Laurelwood Road,,Port Coquitlam,Home,Do Not Call,,Do Not Email,Opt-out,Opt-out,,1,12,12,1,1.0,46746,3910,3160
Parvati Patel,Bob Brown,Olga Smirnov,no,no,Olga,,Nakamura,,0,332450,0,Appeal3,0,0,0,1714408044,Appeal1,123 Maple Street,Unit 454,North Vancouver,Home,No Surveys,No Mass Communications,No Surveys,Opt-in,Opt-out,Newsletter,0,5,3,1,0.6,70724,16579,2265
Hiroshi Nakamura,Alice Smith,Olga Smirnov,no,no,Ahmed,Sunshine,Smirnov,,0,505362,0,Appeal2,0,0,0,1735230627,Appeal3,123 Maple Street,,Richmond,Home,,No Mass Appeals,No Mass Communications,Opt-in,Opt-in,Inspiration event,1,6,4,1,0.6666666666666666,56192,40221,8497
Maria González,Carlos Hernández,Hassan Ahmed,no,no,Olga,,García,,0,0,0,Appeal3,0,0,0,1717861627,Appeal1,1515 Magnoliawood Lane,Apt 121,Kamloops,Mobile,No Mass Appeals,Do Not Email,No Mass Appeals,Opt-in,Opt-out,Research update,1,0,0,0,0.0,62470,53147,34608
Gurtrude Schmidt,Jane Doe,Chao Nguyen,no,no,Hiroshi,Precious,Nakamura,,438999,44900,91028,Appeal3,1714521393,671420153,2915,1731468000,Appeal3,666 Juniper Road,Unit 454,Courtenay,Mobile,No Surveys,,No Surveys,Opt-out,Opt-out,Survey,1,1,0,0,0.0,97191,53125,48450
